Env_Chitala Env_Chitedze Env_Nakabango Env_Serere
403.7321 184.5532 108.282 164.8581
404.2772 173.4871 103.0768 167.2948
393.2971 181.5971 107.4919 162.8945
409.5508 198.2851 121.4592 175.675
416.88 202.2052 126.9463 183.9787
415.2049 203.9886 133.092 187.4726
407.8248 192.9444 121.7422 177.532
419.7701 205.4009 135.431 189.9627
429.2347 220.3446 140.8237 206.791
429.0853 215.671 134.8861 191.1728
428.4536 213.8795 149.5247 193.9886
415.7507 205.802 137.5826 190.5927
420.1286 201.5244 133.8384 181.6027
428.6995 215.1287 139.5923 185.8425
429.8243 211.9384 145.634 195.7815
435.7065 221.6657 147.2453 201.6707
428.2641 206.8386 132.9032 194.2717
411.2266 194.2509 123.0119 179.7753
405.4544 191.0777 118.019 174.3371
406.4202 195.1213 118.4378 177.7207
416.2598 203.1512 124.7563 172.9768
414.1212 199.5827 127.1692 178.6239
418.4144 204.4271 130.0896 179.5136
401.8933 193.4063 111.6829 173.0993
418.0193 196.955 126.4635 185.2698
426.3345 209.6416 131.1978 182.9593
423.3781 207.8367 131.7545 195.0393
430.1642 217.5756 146.0616 199.1464
426.3808 210.5089 132.3214 188.9534
418.4053 209.0624 137.2664 187.4914
426.0438 206.4104 138.6319 189.3539
420.9628 212.0066 137.1579 194.0411
427.4779 215.4614 134.44 191.2809
433.886 215.5937 152.2689 196.151
442.208 227.6794 161.7517 216.1726
437.7423 220.6694 149.7964 202.3496
438.9296 224.6851 149.7866 198.7255
442.53 222.7972 147.9848 213.827
438.5064 225.6878 151.8735 205.1744
436.1497 226.154 152.4995 203.6014
434.354 215.9592 144.9628 194.7451
434.3945 216.5578 135.6101 199.79
420.9391 209.9667 137.3481 196.8904
434.677 225.3506 148.3527 201.111
422.813 217.4072 142.0521 204.0324
425.4259 217.4135 141.7248 201.5323
424.089 226.2604 156.4678 205.5317
429.9935 219.345 137.0377 190.9898
432.1111 216.246 138.85 203.2035
432.1448 215.5401 146.124 203.9516
435.0961 222.7518 148.9817 203.8224
441.3501 223.3275 147.8209 200.55
448.9941 232.8298 157.9803 214.3031
445.4532 227.4842 153.5575 214.1443
442.7961 231.3446 156.9101 207.7668
437.1235 225.6761 157.6691 209.6901
433.9399 225.094 155.1209 200.7686
449.7556 233.2041 156.1654 214.6064
455.2608 242.395 164.9429 222.6568
445.2986 228.1938 154.8768 212.1657
430.6045 218.5863 142.67 199.4159
432.3068 221.1997 144.4276 209.0488
445.684 228.0828 153.6995 205.6744
443.4035 229.691 155.5657 211.624
447.9063 244.2592 166.0184 219.1197
458.9578 244.8714 164.9967 223.8841
466.7288 242.4602 164.8847 228.9347
463.6855 245.0741 168.6357 224.5727
467.0604 255.7651 180.8131 234.572
474.5998 260.364 196.0181 246.5708
471.9062 250.2839 191.4258 238.7607
473.5217 266.4898 189.5986 241.1546
476.9307 263.1372 197.4063 248.3774
481.1216 264.6889 187.0048 247.0616
470.0334 245.9418 185.3313 233.0151
468.9981 257.917 184.9481 237.2197
472.868 256.1954 188.4798 242.5316
478.3785 271.2568 198.3562 249.4484
481.1468 264.8515 192.1138 248.605
486.6041 279.9777 200.0206 259.2737
490.0915 280.7142 204.7027 257.067
483.6153 270.9489 193.3351 249.9701
475.5761 271.2862 193.4861 251.2612
482.929 266.9556 199.2492 249.4127
477.7326 279.9362 197.3499 255.4956
484.5392 279.2285 200.0633 252.8119
490.622 278.7503 202.7067 260.3591
491.0894 275.0371 205.4108 261.8139
500.6484 288.0139 214.8221 271.6474
497.0434 292.4737 212.9242 263.2027
491.8654 279.2554 205.2836 260.2082
492.3833 276.6483 206.3157 263.4837
490.1333 271.6605 206.6805 251.5129
494.8659 271.8022 210.7778 259.3902
491.4419 271.386 205.5155 259.4763
495.2654 274.8221 216.7967 262.3325
495.656 283.5425 215.6947 264.8579
505.0237 286.0042 216.4137 268.179
504.7532 293.6733 218.0674 271.0982
505.7317 293.5383 217.0298 281.5172
512.6082 295.586 218.2373 279.5171
513.222 295.81 230.1392 275.1004
527.8686 308.6123 240.401 293.8251
505.5764 305.381 222.6045 285.6585
497.5301 280.7328 210.8164 267.1887
493.6139 272.8581 208.1485 257.567
498.8151 289.7929 215.4491 266.9668
503.9189 289.3075 212.6864 271.7069
509.0131 296.8844 219.7804 275.2162
506.7406 287.8219 218.1715 271.7664
504.2069 295.1201 212.8995 275.6461
511.9053 292.9704 220.0439 276.0692
513.369 302.5097 220.9746 279.7752
523.1584 313.2236 241.793 294.4306
519.721 313.0494 236.7352 287.8565
504.2155 294.5959 221.9943 266.4777
499.1026 289.7869 218.7291 270.2684
510.0012 291.177 216.6813 264.5664
501.6894 288.873 212.9927 269.7834
498.3484 289.0155 220.8245 272.9572
506.5101 296.3127 219.7114 276.9747
511.7443 299.0416 225.2767 276.3794
500.6915 285.0603 212.9791 273.2431
493.3204 283.1392 212.6414 269.1125
510.3239 293.5016 217.964 272.4206
502.4293 290.8172 220.9792 271.2654
500.2913 293.8776 216.6423 270.8647
515.0829 301.3309 229.9056 278.1353
520.7364 303.1517 233.7305 290.6632
518.703 307.2088 234.7245 282.9695
518.7513 306.9143 227.2284 288.1863
511.1696 303.3526 225.8099 285.8132
519.0562 303.3938 231.5462 289.3234
525.7361 314.0203 242.3499 290.9277
536.1556 319.3749 243.2937 299.1119
524.1914 317.0588 242.5576 297.2379
536.4483 322.8789 251.3535 305.4254
531.684 320.3648 243.2128 307.3817
535.6418 320.4261 244.6008 299.6293
532.0621 315.8051 239.6859 293.2196
528.2432 321.1741 240.805 298.1525
531.3579 324.1929 246.7118 303.9513
532.0272 316.5711 243.2457 301.5847
526.3315 315.0738 246.5286 305.7892
531.8543 315.7543 246.5597 295.4638
531.2958 310.7597 242.8658 296.9399
521.8569 315.9953 241.0026 295.4965
526.8675 316.0698 239.0625 291.9036
518.4166 310.5431 235.8252 291.5682
523.9967 309.3694 234.1541 292.4285
511.2176 299.4203 223.6984 278.6194
524.0852 307.121 235.2727 277.5194
524.9548 305.2795 242.3037 295.9535
530.642 320.711 238.9988 297.9196
535.3585 316.5106 248.1148 298.2382
543.319 320.6212 245.4756 302.5084
544.2831 325.6919 260.5666 310.9879
540.5077 324.6541 254.9521 316.1976
539.2977 331.0159 255.1689 311.3831
553.8739 331.8062 261.8039 313.289
545.4068 333.5917 261.7042 312.4831
537.695 326.4229 252.7779 307.6281
552.858 335.3322 262.4189 315.7362
550.5517 336.9997 270.0901 320.3466
539.7081 317.53 253.8511 298.6648
532.7658 307.4781 241.8696 288.9832
533.2796 317.9736 244.8831 307.0681
542.4509 327.3588 254.487 307.4451
545.0168 331.1253 258.7432 309.0757
551.3584 327.9959 262.0493 316.7124
552.8033 333.5388 265.4014 322.3549
