EID,Env,genotype,pod_yield_g,sh_pc,sw_g,X100_sw,uid
2,Chitedze,ICGV.SM.16577,122.376043,65.91905427,77.86626013,23.24045363,313
2,Chitedze,ICGV.SM.16578,118.4059356,20.56967826,40.13783347,25.03130761,314
2,Chitedze,ICGV.SM.16579,107.7638547,29.23765173,49.23822809,27.53704655,315
2,Chitedze,ICGV.SM.16581,142.4246374,46.70037612,77.2492025,21.41410468,316
2,Chitedze,ICGV.SM.16584,112.8508994,69.77771576,70.73502633,26.74262342,317
2,Chitedze,ICGV.SM.16586,132.7544888,59.44698812,69.94421344,24.611986,318
2,Chitedze,ICGV.SM.16587,122.2047641,33.31557487,53.52446661,25.48013927,319
2,Chitedze,ICGV.SM.16589,129.3600617,61.27168414,89.79347002,27.28840227,320
2,Chitedze,ICGV.SM.16591,122.905724,64.03782097,71.86604669,26.51082844,321
2,Chitedze,ICGV.SM.16592,131.0719111,67.19993896,84.82390103,25.44935921,322
2,Chitedze,ICGV.SM.16596,131.400289,38.70747218,57.94708457,27.21826828,323
2,Chitedze,ICGV.SM.16597,95.56415934,36.04983666,35.14391193,26.8456635,324
2,Chitedze,ICGV.SM.16598,117.7975249,42.87765051,56.19762417,26.85884371,325
2,Chitedze,ICGV.SM.16600,121.3997063,29.12689981,45.91128161,23.12191516,326
2,Chitedze,ICGV.SM.16601,158.9900767,59.24602994,108.1108278,31.82475304,327
2,Chitedze,ICGV.SM.16603,117.634011,32.78641643,51.96182068,24.10284114,328
2,Chitedze,ICGV.SM.16605,118.3522288,51.56308163,65.053761,22.16104667,329
2,Chitedze,ICGV.SM.16609,123.8975896,27.71648046,51.32392391,20.57381996,330
2,Chitedze,ICGV.SM.16611,119.1932255,41.57561769,56.57696896,28.0790782,331
2,Chitedze,ICGV.SM.16613,144.9144657,39.1639947,62.77353685,27.15117331,332
2,Chitedze,ICGV.SM.16614,116.0162329,44.91036082,50.16798869,26.48569648,333
2,Chitedze,ICGV.SM.16615,140.5217315,47.84193182,87.01049294,27.18545944,334
2,Chitedze,ICGV.SM.16616,117.0962051,60.13038623,73.55248162,30.27539308,335
2,Chitedze,ICGV.SM.16617,143.8169549,67.99641312,93.93478667,27.02424728,336
2,Chitedze,ICGV.SM.16618,143.047387,43.76328317,72.81803828,28.36757602,337
2,Chitedze,ICGV.SM.16619,119.8327219,33.87609082,48.33766171,24.13303775,338
2,Chitedze,ICGV.SM.16621,90.11945009,59.49466515,41.42518699,21.8094908,339
2,Chitedze,ICGV.SM.16624,144.1386732,60.7193128,113.9864936,25.15683246,340
2,Chitedze,ICGV.SM.16625,136.1242271,66.38015209,89.49971749,31.36717359,341
2,Chitedze,ICGV.SM.16626,121.5768767,54.52633257,70.02031406,30.24191162,342
2,Chitedze,ICGV.SM.16627,152.4407744,60.80747079,130.8925917,27.49039034,343
2,Chitedze,ICGV.SM.16630,101.384901,37.70457582,39.1999025,34.21862651,344
2,Chitedze,ICGV.SM.16631,118.0134453,30.34633809,43.95117979,33.18328684,345
2,Chitedze,ICGV.SM.16633,137.144766,61.33513522,90.06030246,23.39795368,346
2,Chitedze,ICGV.SM.16634,144.1723754,67.8226634,109.2613338,28.96953796,347
2,Chitedze,ICGV.SM.16636,167.672577,66.72045003,114.8044775,37.65921828,348
2,Chitedze,ICGV.SM.16637,145.9167658,46.96077628,82.04582768,30.0219585,349
2,Chitedze,ICGV.SM.3520,122.5600778,68.00240992,99.91080861,24.89197292,350
2,Chitedze,ICGV.SM.6519,90.83493731,50.17861394,45.35415617,25.71923649,351
2,Chitedze,ICGV.SM.6525,90.50505633,4.836686521,27.1363869,19.43357469,352
2,Chitedze,ICGV.SM.6637,90.80688543,69.8443933,51.46684206,41.26979187,353
2,Chitedze,ICGV.SM.7599,94.92494415,26.43943661,30.56227507,29.58750782,354
2,Chitedze,ICGV.SM.8501,146.4384758,70.16312348,112.9069619,38.19936664,355
2,Chitedze,ICGV.SM.8528,104.3029668,14.31335912,31.53821127,25.35044836,356
2,Chitedze,ICGV.SM.8538,128.300014,33.81870487,50.51069636,27.17759467,357
2,Chitedze,ICGV.SM.8547,102.8429352,65.2683647,51.07472659,23.07235532,358
2,Chitedze,ICGV.SM.90704,133.4394422,59.53894078,96.57336556,29.25920877,359
2,Chitedze,ICGV.SM.95714,85.77977867,45.33993121,41.28279339,32.45447488,360
2,Chitedze,ICGV.SM.99537,123.1344919,38.61969435,55.31834695,22.4804281,361
2,Chitedze,ICGV.SM.99551,108.8698801,22.442621,36.88821945,29.19374561,362
2,Chitedze,ICGV.SM.99566,122.8071966,56.05099524,63.82681214,23.59834711,363
2,Chitedze,ICGV.SM.99568,89.52809237,71.82492703,61.00482506,23.41751421,364
2,Chitedze,ICGX.SM.14001.B.6.1.3.1.1,97.80310941,5.216881461,21.49576811,23.85986414,365
2,Chitedze,ICGX.SM.14008.B.2.1.2.2.1.1,157.8098525,58.38515467,111.4392452,26.00953895,366
2,Chitedze,ICGX.SM.14008.B.3.1.1.5.1.1,110.2092198,68.90372925,64.87456043,25.21769597,367
2,Chitedze,ICGX.SM.14008.B.9.1.2.3.1.1,115.2026057,56.344298,78.25513082,28.44036839,368
2,Chitedze,ICGX.SM.14008.B.9.1.2.4.1.1,91.34056495,21.73236786,35.20049778,27.99258037,369
2,Chitedze,ICGX.SM.14014.B.10.1.1.3.1.1,83.4590537,15.10671396,24.76983183,22.99208728,370
2,Chitedze,ICGX.SM.14014.B.6.1.1.5.1.1,160.4505025,72.08403568,149.1038229,33.92466657,371
2,Chitedze,ICGX.SM.14014.B.7.1.2.6.1.1,70.88858792,18.83300222,16.79627779,22.30659053,372
2,Chitedze,ICGX.SM.14017.B.1.1.1.11.1.1,77.9581368,13.01434067,24.37241002,19.49561511,373
2,Chitedze,ICGX.SM.14018.B.3.1.3.6.1.1,94.84137224,32.31958532,34.00518872,27.14144544,374
2,Chitedze,ICGX.SM.14019.B.8.1.1.3.1,92.06925723,15.17234057,26.84808571,26.55128257,375
2,Chitedze,ICGX.SM.14020.B.4.1.3.4.1.1,68.79087069,9.168421281,17.52554512,19.55026893,376
2,Chitedze,ICGX.SM.14020.B.6.1.2.3.1.1,74.30905876,17.98907929,19.98029764,19.82557781,377
2,Chitedze,ICGX.SM.14020.B.6.1.2.4.1.1,89.92830714,23.12421764,28.69500071,26.80439268,378
2,Chitedze,ICGX.SM.14021.B.13.1.1.2.1.1,83.89218121,51.93601266,29.6007389,23.49316664,379
2,Chitedze,ICGX.SM.14025.B.13.1.1.3.1.1,106.7916462,51.78001517,62.95647427,32.25251264,380
2,Chitedze,ICGX.SM.14025.B.17.1.1.6.1.1,158.6055264,62.32378513,122.135829,26.66083543,381
2,Chitedze,ICGX.SM.14026.B.3.1.1.6.1,116.4561036,70.92629604,79.80220755,29.63596047,382
2,Chitedze,ICGX.SM.14033.B.6.1.1.3.1,73.51218704,21.80602995,21.453587,22.20345366,383
2,Chitedze,JL.24,120.1371674,37.63613216,49.50437161,29.25841789,384
3,Nakabango,CG7,38.23572652,47.46439031,15.4960194,43.20670084,385
3,Nakabango,CHALIMBANA,13.40241796,47.46441572,5.588694327,41.25596653,386
3,Nakabango,ICG.12991,24.73984254,47.46439598,13.30196849,40.35540227,387
3,Nakabango,ICG.13099,18.27308496,47.4644797,7.586459737,37.63934876,388
3,Nakabango,ICG.14466,14.68773346,47.46445488,6.194705805,38.38076797,389
3,Nakabango,ICG.405,16.78567821,47.46440811,12.84593319,38.44991178,390
3,Nakabango,ICG.6057,53.76927224,47.46436598,22.76768001,41.59534413,391
3,Nakabango,ICGIL.17101,23.41604536,47.46441457,11.31497105,39.23785653,392
3,Nakabango,ICGIL.17102,24.56110418,47.46437859,15.94528436,40.67111227,393
3,Nakabango,ICGIL.17105,30.1651834,47.46440551,17.89473705,40.02419023,394
3,Nakabango,ICGIL.17106,21.68546911,47.46441684,8.077218516,40.95817201,395
3,Nakabango,ICGIL.17107,33.9028072,47.46440929,13.83842909,40.19687243,396
3,Nakabango,ICGIL.17111,89.68407124,47.46442324,34.10165319,40.55272735,397
3,Nakabango,ICGIL.17112,33.01119883,47.46441915,19.91927884,39.35358627,398
3,Nakabango,ICGIL.17114,61.51318801,47.46439559,25.83186351,40.47319439,399
3,Nakabango,ICGIL.17116,65.56326774,47.46439845,24.62923028,42.26855556,400
3,Nakabango,ICGIL.17119,44.79881416,47.46439716,18.43830782,41.12444726,401
3,Nakabango,ICGIL.17121,6.205949799,47.46442022,6.695274511,38.91440699,402
3,Nakabango,ICGIL.17124,16.91380614,47.46444379,8.410105527,40.91532285,403
3,Nakabango,ICGIL.17126,4.448465189,47.46438494,13.16204672,41.51563215,404
3,Nakabango,ICGIL.17128,36.15500064,47.46439734,16.36476176,42.24464641,405
3,Nakabango,ICGV.00331,76.72725609,47.46437296,36.75221965,42.01624919,406
3,Nakabango,ICGV.01276,60.44138264,47.46433491,37.24424603,40.70980112,407
3,Nakabango,ICGV.02194,30.50473376,47.46441173,15.2870553,40.44869633,408
3,Nakabango,ICGV.02286,54.99033526,47.46440413,17.37697155,40.54639605,409
3,Nakabango,ICGV.15074,36.21288313,47.46440003,12.07623673,40.70924258,410
3,Nakabango,ICGV.16013,15.60647429,47.4643939,9.90153508,39.12756606,411
3,Nakabango,ICGV.16019,14.54369563,47.46439993,7.577834039,43.43738629,412
3,Nakabango,ICGV.16669,24.89174948,47.46438757,16.60987888,41.63418162,413
3,Nakabango,ICGV.1706,31.08491219,47.46436689,11.98277728,42.75070258,414
3,Nakabango,ICGV.171015,18.35911395,47.46440006,11.48236388,42.44124752,415
3,Nakabango,ICGV.171025,51.06633104,47.46439651,25.10410171,41.25144298,416
3,Nakabango,ICGV.SM.01514,80.55404206,47.46437845,37.65310057,38.97236886,417
3,Nakabango,ICGV.SM.01709,151.4357923,47.46437159,69.01300949,42.11518564,418
3,Nakabango,ICGV.SM.01731,129.8318113,47.464362,50.11782386,41.63755295,419
3,Nakabango,ICGV.SM.02724,28.57223271,47.46439988,10.63356679,43.13410242,420
3,Nakabango,ICGV.SM.03517,28.40159709,47.46438919,14.28454276,39.84956822,421
3,Nakabango,ICGV.SM.03519,37.5101167,47.4643822,15.88335037,40.18891068,422
3,Nakabango,ICGV.SM.03708,108.3286673,47.4643664,52.92347657,41.57578604,423
3,Nakabango,ICGV.SM.03710,130.5445752,47.4643537,60.43855746,41.7365893,424
3,Nakabango,ICGV.SM.05521,20.44515087,47.46438311,12.84771089,41.74342335,425
3,Nakabango,ICGV.SM.05562,102.5208483,47.46436573,45.97934974,41.94010873,426
3,Nakabango,ICGV.SM.05693,25.3451392,47.46439587,11.54380772,41.59691186,427
3,Nakabango,ICGV.SM.05702,28.28290753,47.46435848,19.09298858,42.34012891,428
3,Nakabango,ICGV.SM.05723,46.02416546,47.46437277,24.82818728,42.64832033,429
3,Nakabango,ICGV.SM.05738,34.22662378,47.46438618,18.78304065,42.56821214,430
3,Nakabango,ICGV.SM.06687,24.35278192,47.46442558,10.36736587,40.19101401,431
3,Nakabango,ICGV.SM.06729,71.72787113,47.46436712,26.96962795,43.31349688,432
3,Nakabango,ICGV.SM.07501,30.51361905,47.46437394,17.0443707,41.56046711,433
3,Nakabango,ICGV.SM.07510,23.42256487,47.46437289,10.61219869,43.0505707,434
3,Nakabango,ICGV.SM.07517,27.19239016,47.46441628,11.70251295,41.39982033,435
3,Nakabango,ICGV.SM.07520,53.5998598,47.46437378,30.85567761,39.34434153,436
3,Nakabango,ICGV.SM.07539,37.26444063,47.46435928,20.37349062,41.2512569,437
3,Nakabango,ICGV.SM.07540,19.96205346,47.46437786,13.43266939,39.43922975,438
3,Nakabango,ICGV.SM.07541,15.92891125,47.46437022,14.71823377,44.10754236,439
3,Nakabango,ICGV.SM.07553,16.27940425,47.46439526,11.38362212,38.67508431,440
3,Nakabango,ICGV.SM.07593,18.07309742,47.46440826,10.43545786,42.29449175,441
3,Nakabango,ICGV.SM.08503,36.68829298,47.46434348,22.0324334,40.80498761,442
3,Nakabango,ICGV.SM.08533,60.55349584,47.46436882,32.78479358,40.56465066,443
3,Nakabango,ICGV.SM.08540,19.84237953,47.46437829,9.13515595,40.44812752,444
3,Nakabango,ICGV.SM.08577,20.40685049,47.46439219,11.90548398,40.68069827,445
3,Nakabango,ICGV.SM.09511,40.63816715,47.46436921,28.51022897,42.06308904,446
3,Nakabango,ICGV.SM.10005,21.55021614,47.46437823,15.38363786,41.47082672,447
3,Nakabango,ICGV.SM.10008,120.3420756,47.46439234,59.84734827,42.16567776,448
3,Nakabango,ICGV.SM.10014,27.44062973,47.46437141,18.62429461,44.04655573,449
3,Nakabango,ICGV.SM.10021,35.22115652,47.46436975,16.75695014,44.20505621,450
3,Nakabango,ICGV.SM.10028,36.56162921,47.4643914,20.42274997,39.96646837,451
3,Nakabango,ICGV.SM.10031,23.35758716,47.4644193,9.797637267,41.00870885,452
3,Nakabango,ICGV.SM.10043,14.32167059,47.46438935,10.24872835,38.83568948,453
3,Nakabango,ICGV.SM.10044,9.147231034,47.46443469,4.82076528,39.92570266,454
3,Nakabango,ICGV.SM.15514,116.5802361,47.46436278,62.11795722,40.67563637,455
3,Nakabango,ICGV.SM.15523,137.3190595,47.46436929,59.86272295,42.08603207,456
3,Nakabango,ICGV.SM.15537,27.80009486,47.46442963,13.65642796,39.61386738,457
3,Nakabango,ICGV.SM.15538,15.56325376,47.46440348,5.973432085,40.8407394,458
3,Nakabango,ICGV.SM.15542,36.03942349,47.46441633,17.19264542,42.04830222,459
3,Nakabango,ICGV.SM.15554,23.84440311,47.46437336,12.61028875,40.36550308,460
3,Nakabango,ICGV.SM.15557,46.59065329,47.46440816,19.86734026,40.10013576,461
3,Nakabango,ICGV.SM.15559,18.69015402,47.46440329,12.47193701,39.24151799,462
3,Nakabango,ICGV.SM.15562,27.93736331,47.46440486,9.460004957,40.00109932,463
3,Nakabango,ICGV.SM.15564,22.92073468,47.4644153,11.57651503,40.30231509,464
3,Nakabango,ICGV.SM.15567,31.69181314,47.46438185,17.08171748,40.30515919,465
3,Nakabango,ICGV.SM.15575,114.2640701,47.46434862,54.38641709,41.89534481,466
3,Nakabango,ICGV.SM.15576,156.9367741,47.46435999,87.17375401,42.93465651,467
3,Nakabango,ICGV.SM.15578,115.0968959,47.46433877,51.49744581,42.41798194,468
3,Nakabango,ICGV.SM.15579,106.7396222,47.46435989,56.83410372,42.71263198,469
3,Nakabango,ICGV.SM.15587,164.2506092,47.46437051,104.198837,42.86680253,470
3,Nakabango,ICGV.SM.15592,78.88685104,47.46438216,39.62415468,41.60507128,471
3,Nakabango,ICGV.SM.15593,147.6636911,47.46436318,83.19662905,41.67163897,472
3,Nakabango,ICGV.SM.15598,170.4109759,47.46436433,71.25221503,41.47981226,473
3,Nakabango,ICGV.SM.15607,136.1156833,47.46439075,52.70447957,40.78248251,474
3,Nakabango,ICGV.SM.15611,163.2007455,47.46436351,65.21018678,42.19265203,475
3,Nakabango,ICGV.SM.15621,171.4616675,47.4643569,71.03895282,40.38857003,476
3,Nakabango,ICGV.SM.15622,134.4208018,47.4643847,80.30543234,40.43231947,477
3,Nakabango,ICGV.SM.15623,139.6100266,47.46436626,71.77233821,41.19307797,478
3,Nakabango,ICGV.SM.15627,61.21839193,47.46439217,35.52702702,42.74794575,479
3,Nakabango,ICGV.SM.15631,106.7510085,47.46436067,45.88674262,41.10089329,480
3,Nakabango,ICGV.SM.16505,28.09033295,47.46438011,15.34316623,39.59420553,481
3,Nakabango,ICGV.SM.16514,19.58271711,47.46436847,11.69903762,40.17226511,482
3,Nakabango,ICGV.SM.16521,49.02938621,47.46435525,22.97448321,39.24732656,483
3,Nakabango,ICGV.SM.16523,24.10948425,47.46440499,11.17242894,39.53375657,484
3,Nakabango,ICGV.SM.16527,41.04218046,47.46435935,16.14170684,39.31543029,485
3,Nakabango,ICGV.SM.16528,61.05741282,47.46436689,31.49029231,39.3887901,486
3,Nakabango,ICGV.SM.16529,36.35397631,47.46439223,15.71850604,41.80489496,487
3,Nakabango,ICGV.SM.16531,28.07421586,47.46435684,18.698997,40.49934389,488
3,Nakabango,ICGV.SM.16554,17.58211347,47.4643922,12.33581068,42.05741329,489
3,Nakabango,ICGV.SM.16555,20.16549386,47.46441618,17.05404287,40.49158833,490
3,Nakabango,ICGV.SM.16556,19.91468938,47.46442252,16.15812549,40.7367057,491
3,Nakabango,ICGV.SM.16557,18.80023669,47.4643861,10.10931568,41.53598456,492
3,Nakabango,ICGV.SM.16558,16.27765453,47.46441455,8.399409049,45.25058471,493
3,Nakabango,ICGV.SM.16559,29.61827345,47.46437311,14.03091852,41.09264019,494
3,Nakabango,ICGV.SM.16560,23.6762718,47.46435874,14.12466464,39.85581889,495
3,Nakabango,ICGV.SM.16562,119.6084361,47.46437281,75.12718411,41.21137717,496
3,Nakabango,ICGV.SM.16563,42.20282634,47.46439762,18.04090291,43.64282068,497
3,Nakabango,ICGV.SM.16565,27.18775848,47.46436601,14.14150466,40.03598617,498
3,Nakabango,ICGV.SM.16567,24.09778,47.46438101,13.46421106,38.99767635,499
3,Nakabango,ICGV.SM.16568,49.17253076,47.46436894,23.60950696,39.30872816,500
3,Nakabango,ICGV.SM.16571,30.06502606,47.46437599,12.86943658,39.58029758,501
3,Nakabango,ICGV.SM.16572,44.67087425,47.46438282,19.40643011,39.88268095,502
3,Nakabango,ICGV.SM.16575,72.53807062,47.46437005,32.90971483,40.85391184,503
3,Nakabango,ICGV.SM.16576,19.60149882,47.46438789,10.94471234,40.88519603,504
3,Nakabango,ICGV.SM.16577,33.89394489,47.46435394,19.099021,40.25814569,505
3,Nakabango,ICGV.SM.16578,27.59688107,47.4643955,10.00800405,41.04795838,506
3,Nakabango,ICGV.SM.16579,10.80833685,47.46435837,21.87557597,39.85015353,507
3,Nakabango,ICGV.SM.16581,32.0265523,47.4643649,17.36374096,39.04121723,508
3,Nakabango,ICGV.SM.16584,28.60916979,47.46436663,13.15042262,41.64043945,509
3,Nakabango,ICGV.SM.16586,104.6997189,47.46436952,43.2167873,39.46265732,510
3,Nakabango,ICGV.SM.16587,35.51982798,47.46435989,20.44774232,40.09046457,511
3,Nakabango,ICGV.SM.16589,17.99324806,47.46437107,15.03753539,41.13235169,512
3,Nakabango,ICGV.SM.16591,46.18558225,47.46435889,22.28732346,39.94674525,513
3,Nakabango,ICGV.SM.16592,36.42464756,47.46437687,19.57812088,41.34904161,514
3,Nakabango,ICGV.SM.16596,58.20034191,47.46441123,25.507183,40.69293823,515
3,Nakabango,ICGV.SM.16597,36.57564403,47.46437718,17.94844909,40.48434952,516
3,Nakabango,ICGV.SM.16598,30.73341576,47.46435447,28.91019693,40.62421464,517
3,Nakabango,ICGV.SM.16600,31.41071946,47.4644007,12.775035,39.88224192,518
3,Nakabango,ICGV.SM.16601,99.2805689,47.46438865,40.45557786,40.22615751,519
3,Nakabango,ICGV.SM.16603,11.61291752,47.46438556,9.119403748,39.9246489,520
3,Nakabango,ICGV.SM.16605,22.5911179,47.46438733,12.16697008,40.74506201,521
3,Nakabango,ICGV.SM.16609,20.66527841,47.4643835,12.81190963,38.09957457,522
3,Nakabango,ICGV.SM.16611,29.40794807,47.46438723,13.98577283,42.17580582,523
3,Nakabango,ICGV.SM.16613,75.79638258,47.46436812,33.7384122,41.74547016,524
3,Nakabango,ICGV.SM.16614,30.32682955,47.46437844,16.95968597,40.3801214,525
3,Nakabango,ICGV.SM.16615,16.07684919,47.4643928,10.40566016,41.55597289,526
3,Nakabango,ICGV.SM.16616,8.819742327,47.46437698,7.659018551,40.88936797,527
3,Nakabango,ICGV.SM.16617,42.09267724,47.46436857,21.1240384,41.4955816,528
3,Nakabango,ICGV.SM.16618,64.53105244,47.46437624,27.25587202,39.96321999,529
3,Nakabango,ICGV.SM.16619,35.95901703,47.46438879,18.36734333,39.87161983,530
3,Nakabango,ICGV.SM.16621,25.1271261,47.46438686,12.78760266,40.56621938,531
3,Nakabango,ICGV.SM.16624,25.01368848,47.46437266,14.40635159,41.30542545,532
3,Nakabango,ICGV.SM.16625,57.09322986,47.46438731,26.72902653,41.08237512,533
3,Nakabango,ICGV.SM.16626,56.79393373,47.46440121,26.53594367,40.70151758,534
3,Nakabango,ICGV.SM.16627,46.41595225,47.46436963,19.32659027,41.50951531,535
3,Nakabango,ICGV.SM.16630,36.76659028,47.46436735,15.70991695,41.69382937,536
3,Nakabango,ICGV.SM.16631,40.69649504,47.464398,17.81577466,41.15302811,537
3,Nakabango,ICGV.SM.16633,38.9728895,47.46435825,22.16168609,39.29106215,538
3,Nakabango,ICGV.SM.16634,41.4926484,47.4643543,21.80421342,41.01061768,539
3,Nakabango,ICGV.SM.16636,178.0659372,47.4643894,88.82677876,41.5055873,540
3,Nakabango,ICGV.SM.16637,50.16034773,47.4643846,21.86637804,41.06917648,541
3,Nakabango,ICGV.SM.3520,18.37021239,47.46437259,10.74509563,39.60647345,542
3,Nakabango,ICGV.SM.6519,17.98819832,47.46439363,8.371799925,40.46921289,543
3,Nakabango,ICGV.SM.6525,28.75175082,47.46446528,13.23993107,40.88084283,544
3,Nakabango,ICGV.SM.6637,21.51751127,47.4643737,14.41676043,42.14236439,545
3,Nakabango,ICGV.SM.7599,24.93323058,47.46437938,19.26163781,40.69955314,546
3,Nakabango,ICGV.SM.8501,90.76373715,47.46435613,39.95423881,42.32079234,547
3,Nakabango,ICGV.SM.8528,31.57315911,47.46440621,13.24785166,41.35016321,548
3,Nakabango,ICGV.SM.8538,48.2702145,47.46438324,19.67471427,40.68766092,549
3,Nakabango,ICGV.SM.8547,30.67266952,47.46437978,12.52091044,40.91056057,550
3,Nakabango,ICGV.SM.90704,82.1099817,47.46436411,41.7933736,40.90074951,551
3,Nakabango,ICGV.SM.95714,4.9798692,47.4643845,5.236942539,41.7635316,552
3,Nakabango,ICGV.SM.99537,47.62972664,47.46439591,21.70606734,38.79013811,553
3,Nakabango,ICGV.SM.99551,27.69050714,47.4644062,15.9657373,40.41554492,554
3,Nakabango,ICGV.SM.99566,51.83342108,47.4643617,22.72604292,39.64418515,555
3,Nakabango,ICGV.SM.99568,14.69184455,47.46438659,9.146609681,39.42230396,556
3,Nakabango,ICGX.SM.14001.B.6.1.3.1.1,64.94983591,47.46444646,23.26156578,40.58876091,557
3,Nakabango,ICGX.SM.14008.B.2.1.2.2.1.1,33.02541885,47.4643836,16.56401953,41.27241586,558
3,Nakabango,ICGX.SM.14008.B.3.1.1.5.1.1,34.14246807,47.46436424,15.92418702,40.57758167,559
3,Nakabango,ICGX.SM.14008.B.9.1.2.3.1.1,20.40736381,47.46437587,14.27927573,39.4006519,560
3,Nakabango,ICGX.SM.14008.B.9.1.2.4.1.1,6.574565934,47.46440313,18.64669053,40.6815786,561
3,Nakabango,ICGX.SM.14014.B.10.1.1.3.1.1,35.85407657,47.46440861,16.41270841,39.45086844,562
3,Nakabango,ICGX.SM.14014.B.6.1.1.5.1.1,68.57293757,47.46436215,34.10900522,41.86198891,563
3,Nakabango,ICGX.SM.14014.B.7.1.2.6.1.1,17.56870243,47.464446,4.105952345,40.0262314,564
3,Nakabango,ICGX.SM.14017.B.1.1.1.11.1.1,8.393591653,47.46446013,8.202278799,39.46171034,565
3,Nakabango,ICGX.SM.14018.B.3.1.3.6.1.1,16.0146873,47.46439288,8.978324423,39.39350543,566
3,Nakabango,ICGX.SM.14019.B.8.1.1.3.1,23.35759794,47.46440077,13.78751162,40.08039077,567
3,Nakabango,ICGX.SM.14020.B.4.1.3.4.1.1,8.105097615,47.46442651,6.490556938,39.21095955,568
3,Nakabango,ICGX.SM.14020.B.6.1.2.3.1.1,4.511351674,47.46441963,7.967303006,39.5629098,569
3,Nakabango,ICGX.SM.14020.B.6.1.2.4.1.1,18.24806073,47.46440871,10.98597521,39.7921826,570
3,Nakabango,ICGX.SM.14021.B.13.1.1.2.1.1,14.06621071,47.46439772,8.748064688,39.7901166,571
3,Nakabango,ICGX.SM.14025.B.13.1.1.3.1.1,33.99538591,47.46436758,15.51613433,41.0757799,572
3,Nakabango,ICGX.SM.14025.B.17.1.1.6.1.1,38.1592142,47.46436614,19.8879761,41.28203767,573
3,Nakabango,ICGX.SM.14026.B.3.1.1.6.1,43.80014424,47.46434406,20.41563815,41.57482466,574
3,Nakabango,ICGX.SM.14033.B.6.1.1.3.1,10.25335252,47.46441603,5.964289941,38.96093152,575
3,Nakabango,JL.24,38.57433526,47.46439074,19.90689902,40.96579958,576
4,Serere,CG7,97.5462393,38.75645411,39.81973219,46.03276942,577
4,Serere,CHALIMBANA,70.99685569,40.4046406,29.39634835,43.93094849,578
4,Serere,ICG.12991,87.13300642,36.09378561,34.24459725,42.2247799,579
4,Serere,ICG.13099,75.74202725,43.41643984,33.71199021,38.97820186,580
4,Serere,ICG.14466,78.70440752,42.11250328,34.06451975,40.20443597,581
4,Serere,ICG.405,82.38604294,41.34964628,35.83415884,40.26443342,582
4,Serere,ICG.6057,108.5819788,43.96989375,49.09994106,43.82979098,583
4,Serere,ICGIL.17101,99.72462662,42.9838991,43.56382116,41.21692718,584
4,Serere,ICGIL.17102,110.430421,45.01879191,51.45007455,42.72775683,585
4,Serere,ICGIL.17105,92.05562779,42.08168156,40.60007081,42.06693414,586
4,Serere,ICGIL.17106,90.51681728,40.14145235,34.44936074,43.26038828,587
4,Serere,ICGIL.17107,104.7809167,44.69792634,47.07144308,42.19721116,588
4,Serere,ICGIL.17111,102.6158488,40.15277076,40.27310575,43.09702435,589
4,Serere,ICGIL.17112,111.5280046,44.0548055,52.98232307,41.1659486,590
4,Serere,ICGIL.17114,110.391976,43.53150955,48.68443388,42.6269071,591
4,Serere,ICGIL.17116,99.09550243,41.06549998,41.35174427,44.50434029,592
4,Serere,ICGIL.17119,97.45078425,42.62906332,42.33557696,43.34844394,593
4,Serere,ICGIL.17121,67.07800624,41.7823809,29.42322738,40.98917308,594
4,Serere,ICGIL.17124,76.67859983,40.70766882,32.90482094,42.79696437,595
4,Serere,ICGIL.17126,75.05593918,39.66440244,33.5264767,43.79702039,596
4,Serere,ICGIL.17128,87.71495278,42.43643366,38.66286173,44.68544247,597
4,Serere,ICGV.00331,104.0543758,37.65132658,41.13262546,44.44752472,598
4,Serere,ICGV.01276,120.9168664,43.14429474,56.17531459,43.30722286,599
4,Serere,ICGV.02194,101.4659057,38.90727743,39.59818541,42.62459795,600
4,Serere,ICGV.02286,108.681038,39.19368834,41.94396137,42.33134636,601
4,Serere,ICGV.15074,80.26393732,40.42140887,33.50424768,42.6001216,602
4,Serere,ICGV.16013,83.63310915,42.05732517,36.94321868,41.09027014,603
4,Serere,ICGV.16019,71.11518964,37.29045611,29.11802891,45.61714023,604
4,Serere,ICGV.16669,102.5127551,44.1958668,47.50411994,43.95108734,605
4,Serere,ICGV.1706,93.27037093,39.4269396,38.13211385,45.55265891,606
4,Serere,ICGV.171015,92.21468226,36.48895606,35.36594824,44.96175078,607
4,Serere,ICGV.171025,89.36115685,42.15147715,38.22621372,43.92121212,608
4,Serere,ICGV.SM.01514,105.7834645,39.32382809,42.33130745,41.22961849,609
4,Serere,ICGV.SM.01709,144.6197641,39.45244241,57.21334456,44.44204476,610
4,Serere,ICGV.SM.01731,108.1045553,43.60870699,44.99011914,44.38238457,611
4,Serere,ICGV.SM.02724,85.09243203,40.78737043,33.36456317,45.90853627,612
4,Serere,ICGV.SM.03517,110.8597231,41.76592808,46.57131477,42.18185211,613
4,Serere,ICGV.SM.03519,108.1181751,38.20098238,41.34534331,42.13378601,614
4,Serere,ICGV.SM.03708,121.9295685,46.45286916,58.64914245,43.99594492,615
4,Serere,ICGV.SM.03710,147.0482229,42.8364844,61.79528196,44.35287413,616
4,Serere,ICGV.SM.05521,81.23531154,40.2038118,34.76088817,44.07950837,617
