Env_Chitala Env_Chitedze Env_Nakabango Env_Serere
282.388 67.86174 -1.881898 54.51911
278.3805 59.64556 -4.610039 48.08768
263.4864 58.47449 -6.974683 42.61644
274.5925 66.6285 -5.774854 48.79218
267.0767 59.13539 -13.45898 45.02234
270.4287 59.59704 -17.1973 35.7948
273.4579 63.14361 -10.55182 39.55684
259.1445 51.83304 -19.81185 30.483
250.5551 50.51693 -25.69829 30.98
259.514 48.40885 -18.3683 32.05346
266.1013 52.44805 -13.47403 40.23521
258.3412 46.08981 -22.29288 29.38031
260.2816 57.90306 -22.27552 26.81177
253.0793 46.2615 -28.64673 18.62959
243.2441 31.29191 -39.13067 14.35033
240.5853 26.33322 -41.55567 16.23417
241.7569 24.05813 -50.07284 7.450856
241.4599 24.3679 -44.60539 -1.65928
214.3704 6.900325 -66.91601 -12.46083
212.1451 -2.072826 -73.00356 -14.49644
219.7623 3.964437 -72.42812 -10.69466
219.9933 11.44988 -62.49164 -13.41462
232.1664 19.67647 -51.23827 1.941214
238.8443 30.95051 -44.48102 14.10253
224.3265 11.57559 -57.91386 -5.21647
224.8644 15.19741 -56.17892 1.981334
223.7717 14.43571 -59.9017 -7.943072
228.8677 23.82401 -58.60134 -0.4763869
224.4539 10.99685 -59.83248 0.4763491
219.324 10.30314 -64.10364 -6.924247
226.7872 21.5468 -54.40394 3.034337
236.6992 25.4193 -44.13234 5.194834
237.6068 26.4321 -49.03484 12.98719
233.789 30.10163 -46.16594 13.33289
227.9148 22.57021 -51.95559 2.859969
230.0936 17.23645 -53.37878 -1.714694
224.838 13.7265 -54.05395 1.169824
234.4746 24.88366 -50.02598 -0.4238992
235.7853 20.56486 -50.45409 -3.133042
224.6903 13.0927 -60.18385 -11.25969
226.8829 8.823577 -65.12592 -1.46768
216.2688 5.540725 -70.88026 -15.53708
220.4954 11.89023 -61.1494 -16.12063
213.4201 9.036855 -62.7368 -3.439642
219.8591 8.415887 -61.95078 -6.523665
234.6742 26.75172 -41.37991 10.37485
227.7988 15.6125 -64.19187 -0.2345267
212.7783 2.597011 -69.62049 -20.41962
216.4989 1.939294 -69.74939 -12.1258
218.2007 12.61845 -63.05415 -10.2081
217.4344 7.228477 -63.97268 -11.48404
209.7585 -6.236854 -67.10491 -24.57383
203.0881 -5.559863 -80.6536 -17.56173
208.7517 -3.582495 -77.27508 -21.19687
201.2879 -12.34808 -77.69887 -21.79404
203.7817 -5.249133 -77.97015 -30.58384
194.1591 -7.291492 -81.6912 -22.92304
199.8956 -9.216924 -87.49482 -30.11463
194.7735 -14.30486 -85.09548 -33.4902
195.399 -14.44086 -85.833 -35.43002
193.4316 -12.57093 -85.39429 -39.90478
198.4004 -11.63595 -75.6234 -29.56471
202.2697 -8.284528 -82.62356 -27.89836
208.0449 0.3574683 -69.36074 -19.34047
215.4814 4.137556 -67.11195 -15.58604
216.9266 4.285649 -66.76423 -16.34227
226.7083 16.6809 -57.95332 -2.245528
224.8292 13.06966 -60.02171 -1.528593
218.8049 5.215246 -65.38819 -9.626494
222.5157 15.30808 -55.95296 0.4772122
224.1307 13.77902 -62.74046 -10.06194
219.9789 4.684089 -72.47892 -15.73898
214.2336 2.64489 -61.86004 -10.92108
222.1073 14.41277 -61.21439 -9.47587
221.047 16.75339 -66.44754 -5.271053
213.3515 9.654326 -59.70944 -12.42417
226.5571 12.76239 -57.96414 -4.355074
234.2107 18.06599 -47.69429 -0.3538535
221.6105 15.01795 -59.66466 -8.289186
214.0639 10.35164 -70.86656 -12.3164
208.4229 -6.519319 -74.23074 -24.32469
200.702 -15.31468 -78.33731 -24.10585
213.0474 -0.002204231 -77.00322 -22.49652
205.0626 -6.271863 -67.01891 -18.73352
204.8938 0.2077131 -74.02316 -25.64796
215.3758 6.169595 -63.434 -9.105221
204.3239 -8.042121 -72.31738 -24.89702
209.3807 0.5813311 -70.00907 -17.22288
197.1307 -11.48262 -88.08578 -28.57076
183.8389 -20.84906 -94.51029 -45.63698
175.3076 -33.97631 -103.1255 -48.01388
169.8206 -44.29023 -112.1968 -61.4115
171.9628 -31.20511 -106.9218 -54.9927
178.024 -31.41701 -102.0567 -55.11053
178.5473 -33.42156 -101.0795 -49.87989
170.5245 -32.03395 -104.6792 -46.78896
184.7079 -35.44403 -111.2231 -55.60843
169.9274 -32.29529 -101.9898 -54.47786
173.4734 -41.41922 -112.1682 -46.743
174.4187 -32.11516 -101.6521 -54.81665
184.811 -29.67667 -99.54672 -45.0528
176.5735 -30.28013 -103.651 -48.72161
165.5754 -34.3091 -115.2403 -55.53505
163.3188 -45.37655 -123.5719 -71.99533
165.6893 -43.45695 -120.3848 -66.13863
155.1198 -51.42525 -120.3352 -65.3308
159.7682 -50.73555 -123.2545 -67.78959
157.3677 -53.95547 -126.92 -74.80584
155.8198 -54.69359 -123.1554 -72.82621
164.6121 -40.56836 -115.7206 -62.67694
151.9405 -58.56427 -129.6788 -74.2921
142.9277 -72.31962 -138.8994 -89.69253
149.1603 -65.04836 -138.5478 -92.08301
153.6182 -53.71735 -128.2501 -72.36418
162.6467 -45.71858 -121.7363 -64.0231
168.9194 -36.9452 -113.008 -58.64918
175.6922 -32.81251 -107.5761 -52.39431
177.4993 -27.74138 -106.5075 -51.48949
173.7574 -34.31238 -108.0199 -50.71681
174.3647 -36.29534 -106.3446 -58.6155
169.1454 -33.49753 -116.0641 -57.53783
179.5148 -43.20914 -108.0012 -56.66023
173.9844 -34.27048 -119.9828 -61.18912
167.897 -36.83962 -113.3922 -65.4367
164.9003 -40.15298 -110.6972 -56.23593
179.0062 -39.26683 -108.0801 -55.25331
181.1813 -28.44948 -101.5279 -47.78964
177.0783 -27.46462 -103.6543 -49.62418
185.049 -19.98686 -97.02108 -38.87906
191.4938 -11.48746 -81.42892 -36.10952
197.3109 -7.681841 -85.00499 -28.11982
192.6645 -16.87126 -89.77326 -39.11988
193.6627 -8.030667 -84.0244 -33.418
207.9789 -4.108598 -74.72853 -22.69654
200.8736 -9.738867 -77.93965 -28.13171
211.5214 -3.516489 -68.11505 -27.83927
188.9492 -14.5456 -91.9578 -39.61674
195.8528 -13.61492 -93.23796 -36.19457
183.8227 -24.15938 -95.65271 -45.25632
180.2905 -31.32832 -103.7051 -45.04868
182.4675 -23.70287 -96.0953 -41.13095
194.7476 -16.78075 -88.23716 -34.41475
192.4567 -25.81488 -98.02558 -38.54397
194.75 -19.96465 -88.21491 -35.40658
199.2169 -12.03675 -82.63939 -27.99609
213.4672 0.4499452 -71.85961 -25.29605
210.6699 1.520279 -70.98888 -19.57727
197.0268 -19.42412 -88.96605 -32.40609
187.7657 -24.70524 -102.948 -47.13034
172.5866 -34.3071 -102.6999 -56.59466
172.6366 -36.9506 -107.0935 -51.80304
180.5159 -31.94309 -104.6544 -51.84431
197.9016 -13.75469 -86.36941 -33.47029
191.0878 -17.14574 -90.11937 -35.13567
194.3839 -16.88603 -90.29679 -33.40034
199.4518 -16.09328 -93.69013 -31.07958
185.7675 -24.15635 -94.26377 -44.74174
179.4644 -30.1055 -102.314 -46.06705
197.6113 -11.82648 -83.03768 -26.9032
205.2451 -4.098957 -75.52268 -23.26015
209.5221 -2.878281 -71.09486 -17.81586
203.5092 -9.712228 -74.63306 -30.39451
210.6511 2.059337 -71.47684 -19.61803
206.1849 1.653063 -75.70839 -18.97511
208.254 -4.625806 -70.55826 -21.90242
219.7943 11.31673 -63.16898 -6.960613
227.6013 19.26909 -49.86249 1.925115
228.1667 18.45456 -50.50515 2.289547
230.0575 16.11519 -52.76524 0.7472147
234.9229 21.20629 -51.75388 0.4451409
234.1121 23.36883 -57.39744 -1.537346
234.0337 28.18664 -45.80864 1.179691
233.366 18.0569 -59.71394 3.039332
229.0504 18.20152 -54.49838 2.868644
250.6541 29.96454 -40.52483 16.81884
247.8738 36.27657 -33.0128 19.5905
251.0445 51.17525 -24.74123 29.79532
258.103 49.15365 -20.53631 31.58521
260.3342 45.85687 -19.24834 30.85673
260.5112 47.39862 -24.26055 26.86739
251.1988 46.05924 -30.71139 21.20458
259.8447 45.26988 -24.08756 21.06143
267.025 51.71785 -22.6325 34.45191
261.6513 56.58497 -16.72272 38.27136
271.9026 62.02432 -11.4435 45.75392
267.6756 55.69375 -12.81355 39.08231
276.5261 61.70962 -6.585172 38.77533
282.5636 68.30183 -3.464826 53.29228
273.9778 69.45549 -9.187983 53.28433
282.1457 72.74914 -1.145864 57.34281
280.0957 67.40718 -5.643779 46.59831
295.6859 84.91052 13.42131 64.72653
294.5953 73.1482 5.907211 61.03637
287.4758 79.93066 5.351628 61.96753
292.1998 86.13464 8.079519 67.27592
293.2553 76.5594 9.692193 58.3304
287.9783 73.19081 3.2068 57.04859
287.4244 79.89939 8.502361 57.64329
289.2991 78.94679 7.923806 61.44464
293.4125 84.30143 11.32965 63.47295
293.6952 75.08174 7.912497 64.53592
295.1005 85.35667 13.13529 68.84677
306.4591 91.49947 16.39394 69.92627
301.6592 103.918 20.58537 79.24095
313.6069 99.6407 27.10481 75.56839
312.905 101.6241 19.53416 80.48969
317.8699 108.9343 40.31174 91.39519
321.2916 111.1162 38.97389 86.58303
336.7384 117.0934 49.43763 100.1515
335.31 123.8181 50.37933 100.7692
326.278 114.6828 41.26229 93.16564
324.1956 108.6267 32.85545 89.72515
324.3921 110.6665 36.81823 96.70646
320.6038 112.4677 44.0795 95.10504
308.6027 106.9615 31.14813 81.94347
307.3393 98.11271 25.02143 75.62877
309.092 94.42095 27.29694 79.53789
315.7314 102.908 33.38185 90.34138
311.5677 100.085 34.80933 80.93019
315.1194 111.3729 26.72132 90.09318
320.6275 115.8622 37.20767 92.64024
320.904 111.2503 33.00416 88.13854
318.859 110.3158 36.67915 88.55413
305.7604 103.0416 28.20376 80.09169
310.8613 106.9537 31.15593 84.42471
316.6657 103.6405 25.47995 84.24029
306.0014 95.67442 24.72747 71.20553
299.344 92.58544 17.79566 65.90697
301.5445 84.65315 15.20317 70.56567
307.3058 91.59138 25.80417 80.43193
313.35 103.5311 32.93449 84.51853
308.6675 103.6032 23.96131 78.39452
315.4314 100.8574 32.55464 84.93192
306.9139 100.293 31.37512 80.56871
295.9683 91.96714 15.59558 67.50008
305.6751 99.95342 21.16845 72.26875
311.4362 107.4693 31.92072 85.79926
313.5236 98.06109 28.47985 84.95164
317.5701 105.8231 35.83417 84.67857
307.0668 102.1884 30.00277 84.10892
316.8542 102.8606 37.34238 89.31417
310.0971 98.92249 32.90273 88.59593
300.253 91.18584 18.12538 76.6204
298.0011 87.75339 20.131 75.20556
296.2266 81.77547 12.97964 71.27587
306.7966 93.07597 17.45696 77.3688
300.9469 86.04619 15.78601 68.77176
302.0986 89.2806 18.96712 75.83099
306.512 89.20506 19.60915 76.20398
314.5101 103.7995 32.21446 87.54775
318.7167 104.2636 36.57447 90.75165
325.8706 111.1237 40.38028 94.99422
325.0877 114.5078 44.34665 93.09416
323.9695 117.783 44.01543 96.45872
329.4112 115.4499 46.24571 99.80845
322.4386 123.7054 44.89187 96.62174
317.5294 111.6738 40.5891 92.26599
329.0621 115.9642 50.1555 102.856
333.7443 118.3632 44.03532 104.0663
316.2284 112.1106 38.16197 88.26181
303.4546 93.9997 22.11352 81.46063
303.7155 96.56882 19.63967 78.51738
313.6821 96.46521 29.8028 84.58203
304.8006 90.76191 20.7209 77.25473
307.8699 100.5197 24.01353 78.0248
305.9211 97.08084 21.28968 80.02068
295.9573 92.2001 16.79247 66.35302
298.1299 81.22432 7.977436 65.97477
279.0833 72.3505 -1.148232 52.84041
271.612 63.31611 -10.2681 44.03212
272.8433 67.95881 -3.422795 45.91351
283.0244 79.34222 5.724627 58.34874
286.4861 76.3449 2.63304 58.93869
281.5192 72.89238 4.699351 55.74049
285.4128 69.48396 3.888483 57.8023
272.9942 54.40494 -7.317765 42.4172
260.0744 51.32371 -22.22853 31.51481
270.8589 62.50378 -15.73709 46.85369
279.661 74.66315 -0.8529831 58.88984
272.971 64.78786 -13.57839 47.87651
264.5896 57.2798 -9.413713 40.96846
263.9977 53.60805 -18.16491 35.67296
250.5512 43.89483 -37.18445 21.07687
248.4166 36.49929 -36.82276 25.65078
264.6308 51.52545 -16.54576 33.40164
279.2805 64.98971 -8.222356 50.92591
273.1323 63.7723 -13.69693 36.28144
270.084 62.74472 -9.986661 41.00489
262.5164 52.15811 -25.83954 29.91695
272.343 60.42994 -6.424373 45.45206
273.3921 60.71156 -7.169391 39.61455
279.3244 66.7475 -2.502297 46.37608
275.8873 66.40237 -8.168286 50.64489
281.5146 67.96208 -2.029679 49.21874
278.2856 66.763 -7.908436 48.72455
269.8704 57.50579 -7.005204 38.86859
273.0663 58.05169 -7.98293 43.75736
268.9312 54.17143 -17.30327 30.42098
254.9955 46.40903 -31.10598 22.14087
249.5878 44.18028 -27.33797 23.67772
252.7446 40.44406 -32.33622 22.30099
238.1899 31.68503 -44.61777 12.23833
244.9588 29.5421 -40.28131 13.96419
245.4343 34.771 -44.73914 13.85602
244.4325 32.97197 -35.82907 14.95842
234.2787 21.03005 -45.52027 13.21505
231.6925 22.04471 -44.61144 2.139499
237.6613 26.49595 -48.10636 3.479105
245.4673 34.91649 -34.96877 20.36346
242.8912 29.56516 -37.07457 7.270692
238.7493 26.56341 -45.83777 7.193388
218.6631 9.54843 -56.57152 -0.4543191
212.7982 -0.248919 -73.38347 -11.88197
214.8316 5.961797 -73.35444 -18.38966
217.391 2.561381 -61.0762 -19.13898
217.5427 11.06979 -56.11762 -5.672575
218.4373 11.75032 -62.53669 -8.591912
217.145 11.84997 -60.5731 -10.561
219.623 5.762399 -67.58823 -8.954298
219.6557 6.725565 -63.158 -7.488235
224.9575 14.82162 -59.10855 -6.482336
219.5509 9.141387 -67.0128 -13.68161
223.1286 9.137585 -56.93777 -15.83131
218.4994 2.591432 -64.00743 -15.91742
213.2086 7.951981 -66.60875 -15.81039
230.1202 11.83701 -55.60121 -1.434351
228.8284 22.57631 -53.06287 2.583538
237.0873 27.23141 -46.13081 9.615892
237.8539 25.08812 -53.97099 1.325764
250.4215 43.29414 -34.62354 18.03302
248.8619 40.27844 -29.69723 21.10025
253.8935 38.30187 -33.35604 20.29657
250.754 42.12699 -35.6373 20.05232
243.0764 31.97918 -40.33453 15.15966
246.024 37.53659 -30.25468 20.05449
257.0031 41.36845 -30.38554 25.22072
237.5434 24.80658 -43.96776 9.680371
237.8686 30.93616 -39.82446 9.295
253.4316 37.8923 -30.9849 13.86619
240.5298 35.75589 -33.62772 19.25271
246.8384 41.8439 -38.80892 19.00682
247.034 37.70393 -35.87429 17.5908
249.7339 37.81288 -30.36329 15.95364
259.3948 49.0865 -24.58697 30.33615
256.5586 52.7758 -17.55049 35.86169
265.3472 57.81639 -21.62216 38.56127
269.5078 59.83714 -8.677112 43.80593
273.8752 66.97529 -8.947864 42.32936
271.1373 57.04329 -24.16826 36.17266
258.1654 56.04882 -24.14953 31.13892
255.6637 40.42303 -32.83544 16.92521
253.2953 40.43978 -28.54851 23.18677
253.6983 44.14186 -27.01546 23.57152
254.2884 37.28856 -34.80887 19.4266
247.3065 36.17256 -27.6804 18.36412
257.3185 47.77541 -21.70441 30.3673
253.7625 40.01499 -34.5983 22.30455
257.3127 44.58832 -26.89272 29.11709
258.5393 44.36813 -26.92158 28.77973
252.6954 46.87865 -21.8035 31.21096
251.9187 43.15505 -28.92415 21.70098
245.43 36.98754 -34.57705 21.48847
239.2871 31.25601 -43.78141 9.44278
240.7923 32.12861 -34.93975 15.61774
240.7149 26.98247 -46.19207 4.966603
234.5683 26.54873 -45.92579 6.90795
229.502 25.77013 -52.16727 3.026263
231.1371 24.5299 -50.46373 6.957899
237.9045 23.72916 -48.07205 7.037913
228.7153 13.24401 -53.18636 -3.205762
230.5905 17.14634 -54.22021 -4.856734
240.3283 28.35644 -39.58844 14.78483
248.5633 39.56574 -38.22663 17.77054
224.8323 19.08607 -51.40019 -1.848131
